"level_path","seg_distance","centerline_length","segment_area","fcode","fcode_desc","longitude","latitude","ownership","ownership_desc","state","county","drainage_area","stream_name","stream_order","stream_length","huc12","rel_flow_length","channel_area","integrated_width","low_lying_ratio","elevated_ratio","floodplain_ratio","acres_vb_per_mile","hect_vb_per_km","channel_width","lf_agriculture_prop","lf_agriculture","lf_developed_prop","lf_developed","lf_riparian_prop","lf_riparian","ex_riparian","hist_riparian","prop_riparian","hist_prop_riparian","develop","road_len","road_dens","rail_len","rail_dens","land_use_intens","road_dist","rail_dist","div_dist","canal_dist","infra_dist","fldpln_access","access_fldpln_extent","rme_project_id","rme_project_name","dgo_geom_obj"
"55000100488730","50","101.5387","1343.7782","46006","Perennial Stream / River","-123.54202201675797","42.061173485572205","USFS","Forest Service","OR","Josephine","0.4391","","1","89.5178","171003110100","0.8816","124.92","13.2341","0.907","0.0","0.907","5.2629","1.3234","1.3955","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","131.0",,"5891.0","5883.0","131.0","1.0","1343.7782","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.541715 42.061405, -123.541715 42.061312, -123.541992 42.061312, -123.541992 42.06122, -123.542177 42.06122, -123.542177 42.061127, -123.542455 42.061127, -123.542455 42.061035, -123.542548 42.061035, -123.542548 42.060942, -123.54227 42.060942, -123.54227 42.061035, -123.542085 42.061035, -123.542085 42.061127, -123.541807 42.061127, -123.541807 42.06122, -123.541622 42.06122, -123.541622 42.061312, -123.54152 42.061312, -123.541528 42.061405, -123.541715 42.061405))"
"55000100488730","150","96.1902","1093.5089","46006","Perennial Stream / River","-123.54100055000485","42.06126608986411","USFS","Forest Service","OR","Josephine","0.4391","","1","91.6681","171003110100","0.953","133.2528","11.3682","0.8781","0.0","0.8781","4.5209","1.1368","1.4536","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","131.0",,"5891.0","5883.0","131.0","1.0","1093.5089","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.541528 42.061405, -123.54152 42.061312, -123.541252 42.061312, -123.541252 42.06122, -123.540427 42.06122, -123.54042 42.061312, -123.541066 42.061312, -123.541066 42.061405, -123.541528 42.061405))"
"55000100488730","250","101.9427","1178.3626","46006","Perennial Stream / River","-123.53985432641603","42.06117348557574","USFS","Forest Service","OR","Josephine","0.4391","","1","93.7466","171003110100","0.9196","135.5852","11.5591","0.8849","0.0","0.8849","4.5968","1.1559","1.4463","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","131.0",,"5891.0","5883.0","131.0","1.0","1178.3626","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.54042 42.061312, -123.540427 42.06122, -123.540418 42.06122, -123.540418 42.061127, -123.539585 42.061127, -123.539585 42.061035, -123.539325 42.061035, -123.539308 42.061127, -123.539492 42.061127, -123.539492 42.06122, -123.540233 42.06122, -123.540233 42.061312, -123.54042 42.061312))"
"55000100488730","350","100.7848","1376.6099","46006","Perennial Stream / River","-123.53878148981637","42.06097193809717","USFS","Forest Service","OR","Josephine","0.4391","","1","90.4316","171003110100","0.8973","125.6844","13.6589","0.8515","0.0572","0.9087","5.4318","1.3659","1.3898","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27.5","169.0",,"5963.0","5870.0","169.0","1.0","1376.6099","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.539308 42.061127, -123.539325 42.061035, -123.539214 42.061035, -123.539214 42.060942, -123.538937 42.060942, -123.538937 42.060849, -123.538752 42.060849, -123.538752 42.060757, -123.538474 42.060757, -123.538474 42.060664, -123.538369 42.060664, -123.538324 42.060757, -123.538381 42.060757, -123.538381 42.060849, -123.538566 42.060849, -123.538566 42.060942, -123.538752 42.060942, -123.538752 42.061035, -123.538937 42.061035, -123.538937 42.061127, -123.539029 42.061127, -123.539029 42.061035, -123.539122 42.061035, -123.539122 42.061127, -123.539308 42.061127))"
"55000100488730","450","99.0583","1205.651","46006","Perennial Stream / River","-123.537873780975","42.060525255529036","USFS","Forest Service","OR","Josephine","0.4391","","1","89.5334","171003110100","0.9038","122.2913","12.1711","0.8986","0.0","0.8986","4.8402","1.2171","1.3659","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27.5","169.0",,"5963.0","5870.0","169.0","1.0","1205.651","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.538324 42.060757, -123.538369 42.060664, -123.538289 42.060664, -123.538289 42.060572, -123.538103 42.060572, -123.538103 42.060479, -123.537918 42.060479, -123.537918 42.060386, -123.537733 42.060386, -123.537733 42.060294, -123.537548 42.060294, -123.537548 42.060201, -123.537469 42.060201, -123.537378 42.060386, -123.53764 42.060386, -123.53764 42.060479, -123.537826 42.060479, -123.537826 42.060572, -123.538011 42.060572, -123.538011 42.060664, -123.538196 42.060664, -123.538196 42.060757, -123.538324 42.060757))"
"55000100488730","550","101.4868","1244.0755","46006","Perennial Stream / River","-123.53696455562367","42.060080831249515","USFS","Forest Service","OR","Josephine","0.4391","","1","90.3878","171003110100","0.8906","124.5698","12.2585","0.8999","0.0","0.8999","4.8749","1.2258","1.3782","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.625","169.0",,"5963.0","5870.0","169.0","1.0","1244.0755","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.537378 42.060386, -123.537469 42.060201, -123.537363 42.060201, -123.537363 42.060109, -123.537085 42.060109, -123.537085 42.060016, -123.5369 42.060016, -123.5369 42.059923, -123.536714 42.059923, -123.536714 42.059831, -123.536489 42.059831, -123.536482 42.059923, -123.536622 42.059923, -123.536622 42.060016, -123.536807 42.060016, -123.536807 42.060109, -123.536992 42.060109, -123.536992 42.060201, -123.537177 42.060201, -123.537177 42.060294, -123.537363 42.060294, -123.537363 42.060386, -123.537378 42.060386))"
"55000100488730","650","99.0137","1304.2911","46006","Perennial Stream / River","-123.53598155325093","42.0600081087621","USFS","Forest Service","OR","Josephine","0.4391","","1","91.6686","171003110100","0.9258","123.0228","13.1728","0.9057","0.0","0.9057","5.2385","1.3173","1.342","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.7143","169.0",,"5963.0","5870.0","169.0","1.0","1304.2911","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.536482 42.059923, -123.536489 42.059831, -123.536159 42.059831, -123.536159 42.059923, -123.535974 42.059923, -123.535974 42.060016, -123.535881 42.060016, -123.535881 42.060109, -123.535696 42.060109, -123.535696 42.060201, -123.535603 42.060201, -123.535603 42.060294, -123.53557 42.060294, -123.535631 42.060386, -123.535696 42.060386, -123.535696 42.060294, -123.535881 42.060294, -123.535881 42.060201, -123.535974 42.060201, -123.535974 42.060109, -123.536159 42.060109, -123.536159 42.060016, -123.536252 42.060016, -123.536252 42.059923, -123.536482 42.059923))"
"55000100488730","750","99.9848","1323.6662","46006","Perennial Stream / River","-123.53514762704656","42.06056432103392","USFS","Forest Service","OR","Josephine","0.4391","","1","91.1968","171003110100","0.9121","123.2813","13.2387","0.9069","0.0","0.9069","5.2647","1.3239","1.3518","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","141.0",,"5850.0","5744.0","141.0","1.0","1323.6662","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.535631 42.060386, -123.53557 42.060294, -123.535418 42.060294, -123.535418 42.060386, -123.535326 42.060386, -123.535326 42.060479, -123.53514 42.060479, -123.53514 42.060572, -123.534955 42.060572, -123.534955 42.060664, -123.534677 42.060664, -123.534677 42.060757, -123.534674 42.060757, -123.534712 42.060849, -123.534863 42.060849, -123.534863 42.060757, -123.535048 42.060757, -123.535048 42.060664, -123.535233 42.060664, -123.535233 42.060572, -123.535418 42.060572, -123.535418 42.060479, -123.535603 42.060479, -123.535603 42.060386, -123.535631 42.060386))"
"55000100488730","850","101.6261","1151.3207","46006","Perennial Stream / River","-123.53420188803206","42.060954546506004","USFS","Forest Service","OR","Josephine","0.4391","","1","91.4448","171003110100","0.8998","128.0858","11.329","0.8887","0.0","0.8887","4.5053","1.1329","1.4007","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","141.0",,"5850.0","5744.0","141.0","1.0","1151.3207","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.534712 42.060849, -123.534674 42.060757, -123.534492 42.060757, -123.534492 42.060849, -123.534214 42.060849, -123.534214 42.060942, -123.533937 42.060942, -123.533937 42.061035, -123.533665 42.061035, -123.533703 42.06122, -123.533751 42.06122, -123.533751 42.061127, -123.534029 42.061127, -123.534029 42.061035, -123.534307 42.061035, -123.534307 42.060942, -123.534585 42.060942, -123.534585 42.060849, -123.534712 42.060849))"
"55000100488730","950","98.8875","1498.9656","46006","Perennial Stream / River","-123.53314076556396","42.06117348556994","USFS","Forest Service","OR","Josephine","1.2714","","2","103.9632","171003110100","1.0513","203.3278","15.1583","0.8141","0.0526","0.8667","6.0281","1.5158","2.1601","0.0","0.0","0.0","0.0","0.0","0.0","0.0","749.4828","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.0","164.0",,"5724.0","5628.0","164.0","1.0","1498.9656","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.533703 42.06122, -123.533665 42.061035, -123.533659 42.061035, -123.533659 42.061127, -123.532918 42.061127, -123.532918 42.061035, -123.532603 42.061035, -123.532589 42.061127, -123.53264 42.061127, -123.53264 42.06122, -123.533289 42.06122, -123.533289 42.061312, -123.533659 42.061312, -123.533659 42.06122, -123.533703 42.06122))"
"55000100488730","1050","97.8704","1305.4002","46006","Perennial Stream / River","-123.53204951289769","42.06099927571592","USFS","Forest Service","OR","Josephine","1.2714","","2","93.7855","171003110100","0.9583","207.143","13.338","0.781","0.0603","0.8413","5.3042","1.3338","2.2087","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","164.0",,"5724.0","5628.0","164.0","1.0","1305.4002","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.532589 42.061127, -123.532603 42.061035, -123.532363 42.061035, -123.532363 42.060942, -123.531622 42.060942, -123.531622 42.060849, -123.531489 42.060849, -123.531472 42.061035, -123.532085 42.061035, -123.532085 42.061127, -123.532589 42.061127))"
"55000100488730","1150","98.7857","1382.3251","46006","Perennial Stream / River","-123.53091070173814","42.06089567269862","USFS","Forest Service","OR","Josephine","1.2714","","2","93.8279","171003110100","0.9498","208.2647","13.9932","0.7413","0.108","0.8493","5.5648","1.3993","2.2196","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","164.0",,"5724.0","5628.0","164.0","1.0","1382.3251","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.531472 42.061035, -123.531489 42.060849, -123.530511 42.060849, -123.530511 42.060757, -123.530418 42.060757, -123.530418 42.060664, -123.530393 42.060664, -123.530345 42.060942, -123.531159 42.060942, -123.531159 42.061035, -123.531472 42.061035))"
"55000100488730","1250","102.9429","2138.5934","46006","Perennial Stream / River","-123.52982686241555","42.060710464114486","USFS","Forest Service","OR","Josephine","1.2714","","2","93.3392","171003110100","0.9067","200.0822","20.7746","0.6079","0.2985","0.9064","8.2616","2.0775","2.1436","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","150.0",,"5684.0","5604.0","150.0","1.0","2138.5934","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.530345 42.060942, -123.530393 42.060664, -123.530326 42.060664, -123.530326 42.060572, -123.529955 42.060572, -123.529955 42.060664, -123.52977 42.060664, -123.52977 42.060572, -123.529492 42.060572, -123.529492 42.060479, -123.529341 42.060479, -123.529307 42.060605, -123.529307 42.060664, -123.529585 42.060664, -123.529585 42.060757, -123.529863 42.060757, -123.529863 42.060849, -123.53014 42.060849, -123.53014 42.060942, -123.530345 42.060942))"
"55000100488730","1350","102.7712","1388.1001","46006","Perennial Stream / River","-123.5288054045922","42.06043265123994","USFS","Forest Service","OR","Josephine","1.2714","","2","91.6846","171003110100","0.8921","199.8926","13.5067","0.856","0.0","0.856","5.3713","1.3507","2.1802","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","150.0",,"5684.0","5604.0","150.0","1.0","1388.1001","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.529307 42.060605, -123.529341 42.060479, -123.529214 42.060479, -123.529214 42.060386, -123.528937 42.060386, -123.528937 42.060294, -123.528381 42.060294, -123.528381 42.060201, -123.528287 42.060201, -123.528256 42.060386, -123.528659 42.060386, -123.528659 42.060479, -123.529029 42.060479, -123.529029 42.060572, -123.529307 42.060572, -123.529307 42.060605))"
"55000100488730","1450","95.196","1595.5724","46006","Perennial Stream / River","-123.52772157322964","42.06024744266347","USFS","Forest Service","OR","Josephine","1.2714","","2","93.7792","171003110100","0.9851","207.909","16.7609","0.7216","0.1481","0.8697","6.6654","1.6761","2.217","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1595.5724","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","150.0",,"5684.0","5604.0","150.0","1.0","1595.5724","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.528256 42.060386, -123.528287 42.060201, -123.527548 42.060201, -123.527548 42.060109, -123.527156 42.060109, -123.527141 42.060294, -123.527548 42.060294, -123.527548 42.060386, -123.527733 42.060386, -123.527733 42.060294, -123.528103 42.060294, -123.528103 42.060386, -123.528256 42.060386))"
"55000100488730","1550","100.766","1355.4735","46006","Perennial Stream / River","-123.52657536554544","42.06015483836356","USFS","Forest Service","OR","Josephine","1.2714","","2","96.0383","171003110100","0.9531","213.7922","13.4517","0.8423","0.0","0.8423","5.3494","1.3452","2.2261","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","150.0",,"5684.0","5604.0","150.0","1.0","1355.4735","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.527141 42.060294, -123.527156 42.060109, -123.525992 42.060109, -123.525987 42.060201, -123.526714 42.060201, -123.526714 42.060294, -123.527141 42.060294))"
"55000100488730","1650","101.847","1281.8647","46006","Perennial Stream / River","-123.52540607052524","42.06009651121132","USFS","Forest Service","OR","Josephine","1.2714","","2","94.5391","171003110100","0.9282","202.2392","12.5862","0.8422","0.0","0.8422","5.0052","1.2586","2.1392","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","189.0",,"5658.0","5593.0","189.0","1.0","1281.8647","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.525987 42.060201, -123.525992 42.060109, -123.525603 42.060109, -123.525603 42.060016, -123.525418 42.060016, -123.525418 42.059923, -123.52514 42.059923, -123.52514 42.059831, -123.524966 42.059831, -123.524925 42.059923, -123.525048 42.059923, -123.525048 42.060016, -123.525233 42.060016, -123.525233 42.060109, -123.525418 42.060109, -123.525418 42.060201, -123.525987 42.060201))"
"55000100488730","1750","101.602","1482.2192","46006","Perennial Stream / River","-123.52447008714869","42.059691816914714","USFS","Forest Service","OR","Josephine","1.2714","","2","92.797","171003110100","0.9133","198.1362","14.5885","0.8663","0.0","0.8663","5.8015","1.4588","2.1352","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1482.2192","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","189.0",,"5658.0","5593.0","189.0","1.0","1482.2192","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.524925 42.059923, -123.524966 42.059831, -123.524955 42.059831, -123.524955 42.059738, -123.52477 42.059738, -123.52477 42.059646, -123.524492 42.059646, -123.524492 42.059553, -123.524214 42.059553, -123.524214 42.05946, -123.523952 42.05946, -123.523936 42.059553, -123.523937 42.059553, -123.523937 42.059646, -123.5244 42.059646, -123.5244 42.059738, -123.524585 42.059738, -123.524585 42.059831, -123.52477 42.059831, -123.52477 42.059923, -123.524925 42.059923))"
"55000100488730","1850","95.7849","1359.1253","46006","Perennial Stream / River","-123.52338626710882","42.059506608334324","USFS","Forest Service","OR","Josephine","1.2714","","2","94.2028","171003110100","0.9835","209.137","14.1893","0.6722","0.1739","0.8461","5.6428","1.4189","2.2201","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","189.0",,"5658.0","5593.0","189.0","1.0","1359.1253","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.523936 42.059553, -123.523952 42.05946, -123.523381 42.05946, -123.523381 42.059368, -123.523103 42.059368, -123.523103 42.05946, -123.522806 42.05946, -123.522813 42.059553, -123.523659 42.059553, -123.523659 42.059646, -123.523844 42.059646, -123.523844 42.059553, -123.523936 42.059553))"
"55000100488730","1950","113.753","1561.8316","46006","Perennial Stream / River","-123.52224007154386","42.059599212621755","USFS","Forest Service","OR","Josephine","1.2714","","2","105.8287","171003110100","0.9303","228.2834","13.73","0.8538","0.0","0.8538","5.4601","1.373","2.1571","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1561.8316","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","310.0",,"5629.0","5574.0","310.0","1.0","1561.8316","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.522813 42.059553, -123.522806 42.05946, -123.522363 42.05946, -123.522363 42.059553, -123.522085 42.059553, -123.522085 42.059646, -123.521807 42.059646, -123.521807 42.059738, -123.521622 42.059738, -123.521622 42.059923, -123.521714 42.059923, -123.521714 42.059831, -123.521992 42.059831, -123.521992 42.059738, -123.52227 42.059738, -123.52227 42.059646, -123.522548 42.059646, -123.522548 42.059553, -123.522813 42.059553))"
"55000100597236","50","101.5354","1352.3712","46006","Perennial Stream / River","-123.53694596068041","42.064773781741806","USFS","Forest Service","OR","Josephine","0.4521","","1","94.3765","171003110100","0.9295","114.2477","13.3192","0.9155","0.0","0.9155","5.2967","1.3319","1.2106","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","387.0",,"5604.0","5493.0","387.0","1.0","1352.3712","e3e01504-4b01-4abd-b7b6-1f509714b903","Metric Engine for Althouse Creek","POLYGON ((-123.53727 42.065202, -123.53727 42.065017, -123.537177 42.065017, -123.537177 42.064924, -123.537085 42.064924, -123.537085 42.064831, -123.536992 42.064831, -123.536992 42.064646, -123.5369 42.064646, -123.5369 42.064554, -123.536807 42.064554, -123.536807 42.064461, -123.536714 42.064461, -123.536714 42.064368, -123.536658 42.064368, -123.536554 42.064461, -123.536622 42.064461, -123.536622 42.064554, -123.536714 42.064554, -123.536714 42.064646, -123.536807 42.064646, -123.536807 42.064831, -123.5369 42.064831, -123.5369 42.064924, -123.536992 42.064924, -123.536992 42.065017, -123.537085 42.065017, -123.537085 42.065202, -123.53727 42.065202))"
